,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Property,,Fee,,,,,,,,,,,,,,,,,,,,,,,,,
,"Unit 8 Deacon Ind Est HITW  - AML tenant done  - cannot do on LL as jersey based
Key code: 
Unit 9 - 1966
Unit 8 - 1985              £12 psf","10.08 4.08 HiTW need to provide more detailed ino

27.07 ST chased Alex to confirm if they have signed.

20.07 should be next few days 

16.07 Dt asked scott for an update 

13.07 scott will chase today

10.07 DY chased Scott 

6.07 with HiTW  to confirm lease

3.07 internal SOC needs to be completed

29.06 AD to confirm internla works have been finalised, SC is agreed 

22.06 DT chased Alex 

18.06 with alex 

15.06 Dt said we will agreed £25k cap subject ot upwards RPI

12.06 need to agree RPI

11.06 cpa on SC request 

5.06 vack with HiTW

2.06 DT asked Alex for an update 

26.05 SOC to be carried out on 1st June. Al;ex Roberts away this week.

15.05 DT to wait for Ben and AD to confirm

7.05 sort out VC meeting next week 

5.05 issue with roof lealk

27.04 DT sent plans 

23.04 With HiTW solcitir to come back 

20.04 HuiTW to make changes to the lease, its with them. DT update Alex. Dt asked Scot for an update 

15.04 draft klease was issued on the 10th April

7.04 sols are in touch

30.03 plannign fees to be agreed

25.03 Sols instrcuted 

23.03 cirucalte terms wed

17.01 revised deraft HOTs issued next wendsay after Board approval 

16.03 AD to approve draft, VC agreed for Thursday

6.01 to progress next week

23.02 ready to circualte Heads of Terms. DT to confirm planning

17.02 AD to confirm internal baord sign off 

16.02 DT chased 

09.02 With alex to come back in terms of rent free

02.02 DT chased Alex

29.01 revised HoTS sent to Alex

27.01 Dt ciruclated Heads of Terms

19.01 Dt confifemd AD will only agree £11.75 psf

12.01 Dt chased

9.01 with HiTW

6.01 DT updated Alex in terms of no rent free

10.12 Alex to confirm £276k is agreed 

3.12 counter proposla sent

25.11 counte rpropsoial sent 

12.11 DT chased

4.11 coutner propsoal back HiTW

28.10 DT chased HiTW 

14.10 HITW to ocme back woith a proposal

19.09 DT meeting 2pm Wdnesdday 1st October

22.08 HiTW waiting to confirm when they wish to inspect "," £15,897 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"Dartford Priory Centre 32
AML to do - email sent to Hayley ","12.08 Contract shoudl have ebens ent. 

6.08 with cleitn to agree the rent & vat

31.07 JOB to circulate HOT for Kayleigh

16.07 JOB to chase

03.07 Job drafted HOT sent to landlord

30.06 Job is in negotians ", £750.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
,"Railway Approach  - unit 2
AML to do","12.08 contract issued for signing

8.08 Katina to confirn new company details 

4.08 Katina to ocnfirm i fshe is takign the lease in her own name

04.08 Abbey has chased some feedback from archco as new enquiries still incoming 

31.07 Job has put forwed Katina Jarvis (revised) offer 

27.07 JOB conveyed two offers to David Smith from Kat (th emornign rush) and Pub cup kat 

26.07 Kat Saunders coffee & pub cup & mobile 

26.05 Two offers of £16k, they wont go higher 

31.07 Job has put forwed Katina Jarvis offer "," £1,700.00 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"31 Commercial Road PAddock Wood 
Quoting offer in excess of £300k / premuin for F&F
AMLs done by JOB","10.08 DT chased

4.08 DT emailed Purvest

31.07 Purchaser had surgery chase on Monday 3rd 

27.07 JOB chased PArvesy and send an ipdate to to Tarcye and Kevin.

24.07  Why has it not completed 

16.07 put back on the market if not compelted by Fridauu

13.07 putting pressed to exchange on Friday

10.07 DT chased for update 

7.07 exchange contacts thsi Friday

6.07 aim to echange ASAP with compleation on 22.07

9.06 Gareth to confirm tenants VP date

22.06 DT chased 

18.06 need to go back to Dipak today!

15.06 Gareth to confirm timing for excvhange and completetion. Zoe said only just had enquiriesso there is no way we can complete this week

5.06 DT send chaser to Gareth. DEEPACK WANTS TO COMPLETE 12TH OR 18TH BUT WILLING TO TAKE ON PROPERTY WITH TENANCY ON FIRST FLOOR 

02.06 DT asked gareth for a n update follwign his emails to Zoe French yesterday.

26.05 DT sent a chaser to Zoe 

15.05 inspected today, chase legals next week

11.05 inspected today

5.05 DT asked fo ran update from Zoe and Gartyeh. isnpected ion reqieyded 15h may 

29.04 epc beign carried put today

27.04 chased 

20.04 DT asked solcitors to ocnfirm if they have heard from the undetakers

7.04  sols in contact, need confirmaiton of valuation date 

25.03 MOS been sent to Gareth Edwards

22.03 draft MoS

16.03 Depik up to £700k

16.03 offer of £660k from Patels. Garteh want £700k"," £6,750 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"119 High STreet 
AML done","10.08 Dt left Alan  a chaser 

4.08 With lan to ocnfirm licence for alterations

24.07 AC to be confirmed 

20.07 Still need top get the AC

16.07  We received the current layout at the end of last week and provided an overview of our plans to allow the layout design to be updated. Appreciate the landlord needs this in order to assess whether or not a Licence to Alter is required.

6.07 Landlord sparky is lookign at the buildign today

3.07 Updated Patrick

29.06 tenant to get more detailed lease plans

22.06 Patrck to provde more detailed plans

18.06 with landlord to confirm fit out.

5.06 Dt chased Alan for CPSE

02.06 AF to confirm is enquires have bee issued 

26.05 Has lease gone back 

15.05 Dt chased Patrick 

11.05 complaining about solcitors 

5.05 Undeetakign agreed 

29.04 JOB to contact sol to ame suire 

21.04 Sols isntructed 

20.04 JOB to send a chaser to Alan 

7.04 JOB to confirm if they ar epeoceeding 

2.04 With PAtrick to confirm 

27.03 issue ldraft Heads of terms 

AF to copnfirm that we can issue the HOTS draft

25.03 JOB to draft heads of terms  

20.03 patrxj top come back

6.03 DT has gone back to Patrtck

23.02 JOB gone back 

18.02 Offer accepted by landlord / have put forwed they will have to undertake fitout awaiting dfeedback 

09.02 OFFER FRPM dAISY fOYLE AT £22K PAX FOR PIKLATLES "," £2,200 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"Weald Court 
AMls done for lower GF","4.08 DT just chased Lakis 

31.07 JOB chase

27.07 JOB chased Lakis

16.07 restriction on the no building

13.07 JOB to email the tenant 

6.07 Lakis speaking direct 

29.06  legals shoudl complete end of next week

17.06 Lakis said they are reconfhuring the WC, hopeing to complete end of this month

02.06 JOB to ask Lakis for an update 

11.05 JOB chased lakis solicitor 

01.05 JOB ciruclate heads of terms to all parties and gone back to all other interested parties.

29.04 Lakis to give greenlight

27.04 JOB to give Julie a call 

22/04 Julie has until end of this week has sent a response to us wich Josh has put forward to lakis. 

20.04  Josh to chase up Julie 

15.04 Julie has until Friday 

7.04 Julie viewing on Friday 

2.04 Heads of Terms sent to Julia Courtney for approval

27.03 5 offers conveyed ot Lakis 

6.03 Interest from gyn guy followign meeting"," £3,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"124 High Street Tonbridge 
AMLs done","10.08 with Ricahrd to get it down 

4.08 DT asked Ricazhrd for an update 

27.07 JOB chased Richard for fit out plans 

24.07 Ricahrd Ashby to confirm fit out plans 

24.07 JOB to chase "," £5,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"The Hop Pole 
AML Started   - jersey company cannot complete","10.08 Dt updated client 

27.07 24.07 DT to send plannign letter 

16.07 Agreed £410 STP. 

13.07 call SH

10.07 £380k final offer with 

6.07 emailed client with revised deal 

22.06 Victora said We have now heard back from the other two neighbours that they are happy to proceed with deeds of release so will be working to finalise these with them this week. We will let the buyer’s solicitors know once all agreed.


18.06 Dt asked Victorias for an uopdate 

12.06 Prgressing 
5.06 DT asked victoria for an update 

2.06 chase next week 

26.05 Dt askec victoria for am update 

11.05 DT asked Steve if prospoed structre was ok, with then to coem nacl,

5.05 ication fully submitted and awaiting underwriting.

 

Commercial lending is currently taking longer than usual, so I kindly ask for your patience whilst we progress this case.

 

@'Adam Lane' have we had valuation quotes back yet or are we still waiting on them ?

 

We look forward to completing on this with you

29.04 Two more covenants.

20.04 progressign legls and land red

15.04 sols sorting out land reg issues 

7.04 legals progressing

30.03 sols in touch and legals oprogressing 

27.03 sols reinstructed "," £7,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"177 High Street
AML WITH JOB","10.08 DT asked GB if he needed any infirmation 

4.08 DT shared FRA 

31.07 EPC will be live then share with grahma beach

24.07 EPC still outstanding for upper floors

16.07 Gas cert is outstanding. EPC and FRA being carried out tomorrow 

6.07 JOB to confoirm if here is anythig else otustanding 

29.06 With Colin Beer to agree quotes. JOB to ask Terry of he can procvide a gas certificart

19.06 JOB to aks client if we need EPC and FRA

18.06 JOB to ask pruchaser if we have a date to exchange

15.06  GRHAM bEECH HAS CONE BACK TO THE OTHER SIDE 

5.05 quiroes over EPC, Colin doesnt want to 

02.06 JOB to chase 

26.05 JOB to ask GB if he has issued the contracts

15.05 GB will start work this week 

11.05 Undertaking now sent over

07.05 JOB to confirm undertaking

05.05 JOB asked Graham if the purchasers solictor has now reached out. 

29.04 Memorandum of sale has been cirluated with the confirmed solicitors. 

26.04 Which solcitoer is the purchaser using?

5.04 Purchaser to confirm what solicotor he is goign to be using.,=

8.04 Seyf has confirmed he is happy with the memorandum of sale. Josh issued MOS
7.04 JOB to cahse 
.04 Purchaser to review MOS over the weekend 

01.04 2026 Job shared draft MOS with purchaser

30.03 JOB to issue draft MOS 

27.03 offers sent to Colin

20.03 go to best offer next Thirsday "," £4,810 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"1 Quarry Hill 
AMLs done","10.08 DT asked Chris for an update

31.07 Job to call Vijay for update 

27.07 JOB to call 24.07 JOB chase on Monday 

3.07 chris sols has emailed Chris 

26.06 sols instructed 

22.06 back with Chris T

18.06 JOB to stand firm 

16.06 CT to confirm we can send Draft Heads of Terms to VJ

5.06 JOB to draft heads of Yerms for VJ

2.06 CT to confirm which offer.

26.05 muliple offers "," £1,750 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"James Millard
£565k for whole
£160k for commercial
£375 for resi
£30k garage 

AML for James Millard done
JOB doing purchasers","10.08 DT asked Tim Mchugo for an update 

28.07 JOB circulated MoS

27.07 VAT to be confirmed 

24.07 JOB to instruct sols 

23.07 MOS draft sent to James Milard

20.07 JOB to draft the MOS and send Tim McHugo all the complaince

16.07 JOB to get AML and proorf of funds 

16.07 JOB to chase chroch  

13.07 client to try and get Millard to pay for his reasonal legals and surveyors fees.

10.07 DT goneback to Crouch to ask for ocnfirmation in first refual 

6.07 Tell client we will go best offers on Friday 

01.07 offers
Commercial - £144k from Roland Nash (Ednbridge)
Residential  - £375k Matts MAte Ed Salmon 
Whole - £515k Matt oither Mar
Whole - £525k Salem Ali

29.06 JOB to show Sallem Ali to look round on Wednesday and get to nedt and final ofer.

18.06 offer of £515k all in. 

19.06  JOB to chase on Monday 

16.06 Job put forwed offer of £480k for commericla and resi at £535k"," £9,010.00 ",,,,,,,,,,,,,,,,,,,,,,,,,
,KCC DEPOT ,"6.08 draft heads of terms sent to Mat from Doggy for agreement 

4.08 DT emailed Chris Reed 

31.07 Job has been informed one person left to sign chase monday

27.07 JOB to chase to get sols instructed 

24.07 still waiting for one signature

16.07 waitign for one or two sifncastures 

13.07 nothign back from KCC

10.07 JOB to send chaser to Chris

6.07 KCC to agree

3.07 KCC need to approve our email and Matt wants to go round.

29.06 JOB to chase KCC today

22.06 witj Chris, JOB updated matt

18.06 still waiting for Chris Reed 

16.06 with KCC who need to do internla approval.

5.06 JOB to draft HOTS 

02.06 with Mat to confirm if fence is agreed 

27.05 Agree comproimise 

22.05 JOB to go back 

18.05 JOB to go back with a counter proposal

8.05 On hold 

7.05 JOB to chase accoutns tomorrow 

05.05 Offer eceived of stepping rental need to put to client 

31.07 Job has been informed one person left to sign chase monday"," £4,800.00 ",,,,,,,,,,,,,,,,,,,,,,,,,
,2 Archers Paddock Wood (deal via joint agent),12.08 Sols sintrcuted ," £3,183 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"38 Eldon Way Paddock Wood 
AML TO DO!","04.08 HoT shared for AMF Automotive Ltd, 10yr lease £66,350  - 7.5% fee"," £4,976 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"141 & 151 London Road, Southborough
AML done","27.07 Joseph awasy this week, so unlikley to hear anything.

24.07 DT gone back to Hiscocks 

20.07 Dt chased 

29.06 DT chased client 

26.05 DT chased 

29.04 DT asked for an update.

6.03 DT asked Steve if he would enter into a contracts race?

3.03 unlikely to happen...DT to chase at the end of the month

09.02 Dt asked Jsopeh  for an update 

02.02 DT to call in week

27.01 DT chased 

12.01 DT asked Jsopehn for an updates

6.01 Dt asked Jospeh if we need to speask to Oseah about the spllit

10.12 progressing

3.12 split of sale TBC

25.11 DT to do report

18.11 DT to send update

7.10 Dt chased 

01.10  No feedback

26.09 DT chased Joseph

05.9 shoudl exchange next few week s

28.08 valuation 

18.08 client progressign with a sale

01.08 DT to draft 

23.07   NOTE TO TEAM JOB AM   - if anything from Phil or Steve needs redictreding to client Andrew Hall please action 

19.06 dela wobbling and Dt ha soffer art £1.25

23.05 DT to speak TWBC 

6.05 LA provided 

17.04 MC circulated final MoS

16.04 Dt chased clive

07.04 MC sent MoS to purchaser         

07.04 DT sent MoS to vender - agreed.

07.04 MC sent DT draft MoS

31.03 deal agred £350k. JB to daft MOS
"," £12,500 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"Belvedere - Station - Archo - DA17 6JJ
AML DONE 
","29.06 DT chased Aigards

30.03 Aigras confirmed its still not completed

27.03 DT to call 
24.03 DT chased Aiagrds

11.02 DT asked Aigards for an update

25.11 client unsure of timescles 

18.11 DY cjased

01.10 DT chased for update 

18.08 DT chased 

17.07 Dt asked Aigers 

4.06 tennat wants to meet 13.06

23.05 concerns re  infrastructure? back and forth still 

15.04 - Aigars update: board has approved subject to successful planning.  DT TO GO BACK TO PADEL CO.

08.04  - DT has asked Aiagrs for an update 

21.03 with thenat with planning
18.03 DT chased

17.02 Tenant confirmed they are happy to proceed - DT asked Aigers if they need anything further from tenant.

11.02  Aigars sent mock up agreement

11.02 Dt chased 

7.02 Dt chased Aigards for feedback 

28.01 - RF Padel has raised queries against terms "," £5,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"Quest YEP 7.04 
AMLs done  ","4.08 meetign this Friday

22.06 archtiect to send design costs 

15.06 DT asked PM for a copy of the vaibuility assessment 

05.06 Sold as seen 

15.05 with PM 

5.05 Pn to update tomorrw 

29.04 PM to updaste us on Friday 

20.04 CK sent emailt to Peter asking for an updaet 

5.04 Pm away,

30.03 Pm speakign direct ot Chris 

6.03 preogressing 

16.02  PM & Chris to come back

20.01 DT chased Ian M 

14.01 its with Ian M.

12.01 Paul to go back

5.01 DT to chase on Wedn

10.12 Peter to update DT 

25.11 next meeting 5th Dec.

18.11 meeting today..DT to foind out 

12.11 DT chased

10.11 PM sent costing ot PM

28.10 Spa to be issued 

21.10 Next meeting update 31.10

14.10 catch up tomorrow

7.10 PM has updated all 

01.10 Catch up meeting thsi Friday TBC

26.09 Dt asked Ian M if the SPA has been issued 

19.09 VC call today 

12.09 DT to chase for a VC middle of next week

5.09 CON CALL AT 4PM TODAY 

28.08 progressing

8.08 DT to set up meetign Weds or Friiday with Peter and Paul 

23.07 plannign recieved 

30.06 plannign progressing

23.05 still waiting on planning 

7.04 legals progressing AML to look at AML   - AML when Quest has got planning 

18.03 plannign issue with flooding

14.03 Movign forward wit tj llegals 

28.01 Under offer. MOS drafted by DT"," £15,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,"TRENCH LICENSE 
AML NOT DONE","3.03 Mike Q said invoice reminder at the end of the year 

03.03 - 02.02 Dt asked mike if Adam has paid

19.01 Adam to pay end of 30th Jan

12.01 Adam still needs to pay!

6.01 Mike todl he will pay at the end of the week

6.01 DT asked Mike for an update 

10.12 DT left A]ddam a chaser

3.12 shoudl  happen on monday!

02.12 we are told next Monday  08/12... tbc
AM drafted   - 28.10 sent to DT on completation but Adam is away for 2 weeks and needs to transfer  - 25.11 DT chased"," £3,500 ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,," £106,826 ",,,,,,,,,,,,,,,,,,,,,,,,
,2027/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Douglas House ,"27.05 Deal might not happen

15.04 JOB showing TMBC aroubnd property on friday 23rd April 

27.03 contract sgoign slow 

16.02 New Locum joined TMBC 27.01 progressing

7.04 commtiee today

3.12 sols instructed at £240k pax subject to planning "," £18,000 ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,offer received (5),,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3 Orchard BP Tunbrridge
AML invite sent to vendors only, Company screened",11.08 DT to draft the MoS. AM to get AML's.  (AM sent MoS to DT and invites sent to vendor AML),,,,,,,,,,,,,,,,,,,,,,,,,,
,"Plot 6  Pembury
AML to do need DOB for purchaser - and conf that manuel is the owner ","11.08 with Levi to agreed £5ol plus contributuib of £4k

6.08 new cash offer of £50k from Levi subject to hsi inspection

4.08 with manuel to come back.

31.07 JOB Sent HOT to Manuel 

24.07 draft Heads of Terms to be ossied 

20.07 manail to confirm 

1607 updte client and say we still have the offer of.

13.07 Nothing back 

7.07 agreed to sell for £65k. Get proof of funds and do AML 

6.07 JOB asked for proof of funds 

31.07 JOB Sent HOT to Manue ",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Larchwood 
Parcel 2 - 0.831 acres
vendor AML done ","4.08 AM sent boundary plan to Scott for approval and told Seb that he is away until 19th August 

29.09 Seb has agreed draft MOS  -  draft MOS sent to Scott for the same 

27.07 AM to draft MOS 

24.05 Scott to confirm offer

22.01 client agreed to accept £90k offer. Scott to confirm he is happyt o proceed.

Parcel 1

Kit Kat £70k - DT had goen back to tem  22.07 No increase 

Parcel 2 
Marck Shreidain £50k increased £60k 22.07 will nto improve offer

Scot morfay £90000



",,,,,,,,,,,,,,,,,,,,,,,,,,
,Unti Z & land next to LENCO  Transfesa,"6.08 with SGN to agree spec 

27.07 DT chasing 

24.07 Will to come back and QS to finalise spec 

20.07 DT chasesd Ricahrd Wybne

16.07 Dt asked Ricahrd and Will for an update

13.07 DT asked Ricahrd Morris to provide detailed spec and make commenetary on plan.

6.07 Dt asked James if he had amade any progress 

29.06 DT asked Will to send through list of enquires

22.06 Dt left a message

16.06 meeting on 24th 

5.06 Just checking 

02.06 Meeting requested with everyone

27.06  Logocr will do works at risk. DT updated Will S

26.05 chase James tomorrow 

18.05 chase james C tomorrow

15.05 Dt sent JAmes Acrney an update 

8.05 call james on Momnday 7.05 left message with JC

5.05 Dt chased James 

27.04 JC to provide spec of works

15.04 JOB to draft details

7.04 Dt asked Will if draft Heads of Terms are agreed 

0.03 DT sent draft Heads of Terms to JC

27.03 DT left a message 

20.03 With JC to come back

17.02 JC to send plan to SGN

02.02 DT chased Johnz28.01 DT given new opportuntu to 

27.01 SGN interested, James Carney to confirm 

9.01 DT to call tandem on Monday ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Bordeykle House,"6.08 with Ellitos to come back with offer

31.07 Alex wants to get her contract round do arrange / Ben in Mon for dilaps

27.07 DT chasign for inspectiosn date...DT said no to landlord covering AC

23.07 insoected tomorrow

20.07 Intila offer made by Alex, Dt to sent to J&J

16.07 get offer to Alex £73k

8.05 market property

23.02 Dt chased 

02.02 & 19.01 Steve Hiscicks to subit a proposal",,,,,,,,,,,,,,,,,,,,,,,,,,
,Stafford House,"6.08 with cunnimngham to accept £525k offer from David G

4.08 Dt chased David Green 

31.07 Saleem put offer forward / talk to david green

24.07 DT updated client. DG to come back ealry next week

20.07 DG inspecting today

17.07 try and David Green to £540k. 

13.07 DT chased Cunnignhams 

8.07 reporrted best offers/ Dt recommend we get Briim 

6.07 best offers tomorr.w

29.06 BM may make an offer.

22.06 Ben inspectign on Thursdau

19.06 DT updated client

16.06 Davdi Green verbally offered £500k",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Larchwood 
Parcel 1 3.26 acres
",11.08 offer of £180k offered by Mortimers. Dt conveyted to Seb,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Edenbridge Church Street 
Quoting £180 based off new rent 

£380  for whole ","11.08 NAdia offered £155k 

31.07 Job spoken to Tara next strat drop pirce of flat and try acheive £350k 

16.07 Ian Carter ghosting 

13.07 JOB to call prospective purchaser

6.07 JOB to draft MOS. get proof of fumd and do a AML at £330k

3.07 Bensons to confirm what they want to do

29.06  Get Ian Carter to £340k.

22.06 agree strike price of £350k with Ian Carter. Benson to confirm deal

18.06 josh to call 

16.06 £160k from Roland Nash for commercial. JOB told Tara 

16.06 Interwst from Ian CArtrer £330k for whole ",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Havet High Street
Quoting £1.6","11.08 £1.325m offer conveyed to client 

24.07 DT emailed Pat 

23.07 Kilima offered £1.3m cash",,,,,,,,,,,,,,,,,,,,,,,,,,
,"VErdi Gris 
Quoting £1.25
","27.07 DT updated Crispin

23.07 offer of £1m from?",,,,,,,,,,,,,,,,,,,,,,,,,,
,Unit 20 YEP,17.07 Selant guys offered 10% below askign of £1.388m PM said he will accept £1.3m. with Selant guys to confirm.,,,,,,,,,,,,,,,,,,,,,,,,,,
,Modus YEP,5.05 offered £500k but will pauy £555k with PM doign Mezz and £30k cash back.,,,,,,,,,,,,,,,,,,,,,,,,,,
,"4 Commercial Road
Paddock Wood 
JOB to ask Roth if he is doign AML and will share ","29.06 Pilates lady viewing 14th August

22.06 JOB to say dp we remarket?

16.06 from 12th May 

5.06 JOB to go back and check 6 weeks with the Roth

2.06 JOB to cjase 

27.05 Job has gone back to tenant about 6 weeks and notified client

18.05 draft lease sent out 

15.05  JOB to mark diferences 

7.05 sols isntructed 

05.04 JOB awaiting final confriamtion from 

29.04 with tenant to confirmn Heads of Yerms 

27.04 with Subway to confirm 3 pase 

21.04 update Roth that they want to get UKPN to confirm costs for installing 3 phased

7.04 JOb chased Frank  

27.03 

17.03 Subway to confir is we cna isntruc solls

16.03 JOB to update Roth and work up other deal

06.03 Draft Heads of terms are with prospective tenant awaiting confirmation

26.02 Job drafte heads of terms waiting Frank to come back with tenant name

23.02 Josh chasign up 

17.02 DT gone back on deposit 

16.02 Subway & mobile phone shop interested 

13.02 Job chased kevins solicitors for an update 

9.02 JOb to go back.

09.01 Job gone back to stephen 

29.01 JOB gone tenant 

27.01 JOB to go back with coutner offer

20.01 Roth tp cpme back

19.01 JOB gone back to Stephen Roth
19.01 JoB received counter offer, DT to review before send to Stephen
12.01 JOB to go back to client and say we need to progres with cSubway on better terms

9.01 JOB to show barbers aroudn unit before goign back to Subway

5.1 JOB received offer of 18k for subway 15 year term"," £2,300 ",,,,,,,,,,,,,,,,,,,,,,,,,
,39 Halifax ,"29.06 another barber offer 

15.05 DT asked client for an update 

7.05 offer sent to client 

5.05 offer from Loungers",,,,,,,,,,,,,,,,,,,,,,,,,,
,Dartford Priory Centre Unit 12,"16.07 Josh to chase 

03.07 Job drafted HOT sent to landlord

30.06 Rob has followed up and agreed terms with Pradeep verbally. Josh has summarised and emailed for confrimation and awaits a respons",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in negotations / viewed ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Castons Angel Walk,"27.07 interest from play cafe. JOB had goen back to Jed

7.07 Gone live, does he want to board.",,,,,,,,,,,,,,,,,,,,,,,,,,
,Unit 12 TTP Tunap ,27.07 SE Water interested ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cinnamon  - strike price £1.2m,"8.05 market property

23.02 Dt chased 

02.02 & 19.01 Steve Hiscicks to subit a proposal",,,,,,,,,,,,,,,,,,,,,,,,,,
,Carlton Road Tunbridge Wells,"02.02get apprasial off Olly

21.10 Coffe guy informed us the property is not quite for him. 

14.10 secomd viewing with coffee guy",,,,,,,,,,,,,,,,,,,,,,,,,,
,158 FIRST FLOOR ,18.06 CITRUS I in discussions ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Management ,ALL REINSTATMENT ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nazeing - Overall ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,     Asbestos ,"23.07  - BKT need to authorise revisit for two remaining units, have emailed them and reiterated on teams call today 
23.05 - we have recieved 90% there are missing reports but Michael claims not included in his scope of works DT CONFIRM SHOULD WE COMMISION MORE 

7.05 AM to check 

08.04 only factory units remaining (+ comm parts) factory units underway, hopeful ALL site completed by mid April + reports in. ",,,,,,,,,,,,,,,,,,,,,,,,,,
,     EICR ,"23.07 Meridian House compliant. Awaiting Mark Wainwright quotes to be approved for him to get to site for EICR works AND to do comparison quote urgently for The Shop

23.05 PAINFULLY SLOW  progressing, focus is getting Meridian house fully compliant as two interested parties

7.05 AM to check 

15.04 Fyfe Wilson have responded to AM data requests. Meridian GF done, FF next, and other areas of site. BKT to clarify go ahead (they will)

08.04 only a handful of reports in  -  slow and minor progress. ",,,,,,,,,,,,,,,,,,,,,,,,,,
,     Measured Survey ,"01.06 Distributed done 

23.05 AM to review and make one edit then complete and to be distributed. DT pls check also. 

7.05 AM to check

15.04  Trueplan quote (£2500) auth. by BKT  - date offered Friday 25th Apr - AM has emailed Phil re this, AM could attend if DT thinks best.

08.04 DT & AM await authorisation from BKT",,,,,,,,,,,,,,,,,,,,,,,,,,
,     EPC,"23.07 7 units remianing, have asked Phil to obtain quotes for removal of gas boilers AND for ttenanted unbits to install split AC 

02.06 drafts rec'd much improvement some still outstanding

13.05   - AM visiting site with Zamir on Friday 

7.05 to check costs of revisit 

08.04 some works completed, removal of boilers in areas, AM & DT to determine when EPC assure can return to sign of some units...",,,,,,,,,,,,,,,,,,,,,,,,,,
,    Rates ,"23.07 - DT has provided plan. Call to be arranged with BKT and Avire who will expllain their strategy to reduce rates payment.

BKT want asisstance with this  ;  also enquiring re factory use for charity (!)",,,,,,,,,,,,,,,,,,,,,,,,,,
,    FRA ,Need to obtain from all businesses for the records as best practice   - have asked Phil to collate (nothing as of 23.07),,,,,,,,,,,,,,,,,,,,,,,,,,
,    Utilities ,"01.08 BKT have made contact with Dunore and Dunore have quoted to visit site and investigate 

23.07 have made enquiry to company called Dunore. 

Need to sort out meters and water supply to move on with the below",,,,,,,,,,,,,,,,,,,,,,,,,,
,    Service Charge ,23.07 review what this should be ; DT ongoing project that requires full view of all leases which we do not have ,,,,,,,,,,,,,,,,,,,,,,,,,,
,ROBERT BESTWARICK PORTFOLIO ,"19.06 DT sent scope of service and fee proposal

22.05 UNDER REVIEW ",,,,,,,,,,,,,,,,,,,,,,,,,,
,ICELAND AND BARCLAYS INSPECTIONS,Last billed 21/01/26  AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,88a Shipbourne ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27 High Street Holland and Barrett inc upstairs flat ,new 11.11.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,"18 High Street, Sankeys and rear comm parts to flats ",new Aug 2025 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,66 High Street Heart of Kent,"23.07 Pest control installing pigeon deterent in AUgust, done, invoice sent to LL and claims paid 

14.02 DT to ACTION  - approach for rent review (to ascertain their intentions re terimating the lease) LL is happy with rent if needs be 

04.02 EPC arranged for the 6th Feb 

20.11 speak to Ricky

22.03 Sandra sorting out electricitu split 

sort out access

23.01 Wendy to speak to mark to check cost of splitiing srvices

10.01 DT sent Mark an email saying tenant has not paid electtric

15.12 Wendy to confirm meter 

12.12 Wendy to confirm who resi tenant is paying her eelcltruf to. Wendy to check",,,,,,,,,,,,,,,,,,,,,,,,,,
