,2026-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Property,,Fee,,,,,,,,,,,,,,,,,,,,,,,,,
,12b Ian Dorrington,"26.04 Rob Spok to sort out licence to alter

18.03 DT to chase Selma

27.10 drain down 

18.09 take back property on 29th September

13.09 DT asked ID to send him and EICR and 

4.09 DT to meet Ian this week 

25.08 sort out dilaps

18.07 sort out guttering

13.07 ian servced notice. Send Miek iwsin email confirnign the situation

20.02 DB to confirm what orks have been agreed

15.02 Dt isntructed gutterman

13.02 DT asjed Mike W for instructiosn to proceed with Gutterman

8.02 Gutter mand can do it for £500 

3.02 Gutter man to provide quote

1.02 DB to chase quotes and Dt contacted Gutterman Otford

24..01 guys has covidn , DoM B updated Ian D23.01 DB to chase 

16.01 DB chasimng quotes and to get gutter mand of otford to put in a quote

16.01 DB to chase number 

03.01 DB to get quotes for new guttering and to Ian Dorrington in the loop

20. down and DB to email Ian Dorrignton

19.12 AA goign tomorrow and update client

15.12 DB to chase AA and go and see Ian D tpday

12.12 DB awaiting for Awkard Access to come back

",,,,,,,,,,,,,,,,,,,,,,,,,,
,20 East Street,"4.09 DB to email client   

25.08 Dt emaield to say we will need to go to third party

1.08 DB to speak to mark CWC 

19.07 Dt meeting terry on th e20th

18.08 DT to chase Terry

 to do daily inspections

PROPERTY NOTES FOR AM reference - £46k pa for whole premises (inc 18 and 20) - Larchfield were 18 FH but also let 20 from another party. ","£1,300",20 leased Aug 25,,,,,,,,,,,,,,,,,,,,,,,,
,"Barclays bank 
","10.12 - DB noted door 'ajar' but wedged shut (swollen with damp?) will drop LL a line to make aware 
DB inspect every other Friday",£500,,,,,,,,,,,,,,,,,,,,,,,,,
,Southborugh insurance inspection ,"10.07 Dt to chase Wayne

7.06 DB to inspect 

4.05 DB issued fees

3.05 DB to issues fees

29.04 DB sent drafts to DT

24.04 DB to issue invoice

WC 13.03 

22.03 DB inspected issues with haordings. DB to issues fee invoice

27.02 DB inspected

13.02 DB to inpoect this week send an uodate photo

3.02 DB Get photo send to climet

24.01 Dt inspected. evidence of a breakin 

16.01 DB to southborough 

3.01 DB to inspect

21.12 need to inspect

5.12 DB to do an inspection

22.11 need to inspect tomorrow Next inspection WC 14.11

£120 PCM x 6",£800,,,,,,,,,,,,,,,,,,,,,,,,,
,Stafford House,"01.08 .25 AM to discuss with DT  - they need to carry out inspections to maintain insurance on property whilst vacant 

21.12 Sort of feasibilut 

25.09 Sandra to recharge. Nick to look at cracking

7.09 DB to get quote from a gardiner 

4.09 DB to verify issue with weeds",,,,,,,,,,,,,,,,,,,,,,,,,,
,Hadlow,"26.04 Dt chased

7.09 Dt emailed Rob S to ask for contract and contact details 
4.09 sort out Sandrals email

9.05 DT sent chaser


12.04 Robrt has gon ebac to Brahams 

20.02 sent PO franhisee agreement ans asled Nic to instruct Robert S 

15.02 Dt asked Nick to confirm which soclitro he wishes to use

13.02 Dt send PO letter to assung to Nick

3.02 DT resonded to Brahmsm",,,,,,,,,,,,,,,,,,,,,,,,,,
,"31 Mount Ephriam (Boorowd funerals)
TW",b,,,,,,,,,,,,,,,,,,,,,,,,,,
,"7 High Street 
Wadhurst","29.03.23 DB to chase Kaan

22.02 DB to urgemcty check RR",,,,,,,,,,,,,,,,,,,,,,,,,,
,24 London Road ,"26.04 Tyson to update 

13.02 DT asked robert Trench to pay our fee

22.03 DT asked 24/7 toi provide info in the assignee

3.02 DT asked Paul Bkaer to sort out repairs required to the property

13.01 DB met tenant and will semd update to client 

19.12 chase Paul Baker

02.12 rubbis not cleared and  bin left

18.11 updated client

7.11 DT emaield cliebt. Chase 24/7 to make sure they do the work

17.10 set upa  meeting with Paul on 7th 

3.10 Dt askjed Paul Baker to ensure DAM Health confirming that Dam Health will be closing the clinic on 4th November 

16.09 DT sent emails of notive to  to Jennfit...await her furthe risntructions

15.09 DT tog t notication from paul Baker and to confirm surrnder. Need to check land reg

15.09 22.08 upfsted client on her issues 

22.07 DT udated all after hsi call to Paul Baker and

18.07 Paul Baker said he will call DT back on 5 mins

13.07 DT send Paul baker a chaser an updated client

6.07 Asled Baker for an update
DT update client",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Unit 6, Archers Park, East Peckham","22.07 AM sent one invoice with both Aprl and Jun QRT

28.01 AM sent invoice Q4    

26.01 annual inspection 

December  bill

25.10 billed Septemer fee 

billed 29.06 Q2 management ",409.75 ea,,,,,,,,,,,,,,,,,,,,,,,,,
,Bordyeke,"01.08.25 trying to sort lease renewal AM chased Hillview 

24.02  Martin Cast to sort out leak

24.01 18.01 DB to arrange inspetion 

03.01 Rent only fhe basis 

21.12 leak seems to have been stopped

12.12 DB to tell Jeff want needs to be done

6.12DB to get a contractor to check leak and check pipe is reducnant 

5.12 Jeff want to get a quote as we need to confirm if we can reppalce the pipe...is it redundant

02.11.22 get quote of remola of leas pipe

22.11 sort out contractors to attend 

18.11 DB to confirm why Allie thinks its landlords respobility for repairs to Chimney 

",,,,,,,,,,,,,,,,,,,,,,,,,,
,93-95 Ellis and Co GF ,"20.03 Dt sent roof photos to Tyson further view on codnton

24.01  send client updates

20.01 annual isnoection requested 

12.12 DB to send lease and salient points to client",,,,,,,,,,,,,,,,,,,,,,,,,,
,128 High Street Hairdresser ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93-95 ,"01.10 AM sent invoice for past year fees 

19.09 Sandra to confirm our start date for property manager  - DONE

AM to do fee invoice at 6% ",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Riding Lane ,07.08  listed and board instructed ,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Orchard Tonbridge,"04.08 LIVE 

16.06 Dt asked mark for isnturctuons 

1.06 DT sent MR

22.05 JOB to provide MR",,,,,,,,,,,,,,,,,,,,,,,,,,
, Havet,"19.06 DT to draft / JOB to report 

1.06 awaiting isntructions dates",,,,,,,,,,,,,,,,,,,,,,,,,,
,Chequers Barn Bough Beech,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Verdi Gris,07.07 live ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unit 2 Archers ,"18.06

WITH CLIENT FOR REVIEW  17/06 Abbey emailed ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Hop House (Studio),"16.06 JOB to fo lvoe 

22.05 updated as of today, reported no feedback ",,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Railway approach Arch Co ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BIGGIN HILL NORHEADS ,Live 17/06,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wedding Centre Hop Farm,"16.06 gone live 

01.06 AM to draft details ",,,,,,,,,,,,,,,,,,,,,,,,,,
,136B Commercial Road Paddock Wood ,"16.06 gone live 

01.06 draft details ",,,,,,,,,,,,,,,,,,,,,,,,,,
,10 Munday Works,"11.05 JOS chased 

8.05 with Rebecca Shave to go love ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Market Hall Dartford,"18.02 JOB asked client for better photos

03.02 better photos needed and requested. Awaiting as brochure not acceptable at present

6.01 AM sent TOE ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Offices  Weald Court Hildenborough,"07.07 Josh to create seperate listings for each space 
18.02 Richard Turnill to update marketing,.

3.10 Dt awaiting response from other agent",,,,,,,,,,,,,,,,,,,,,,,,,,
,"3,4,5 The Broadway, Hadlow Guiding £975,000 
3 Broadway - £325000   / 4-6 Broadway £695000","07.07   we have now created two listings 
9.01 do AA and brochure 

6.01 JOB to chase purchaser 

9.12 Speaking to her broker and solicotr and will come back to us had a queiry over the property being a 2 bed or 1 bed 

3.12  Josg chased 

25.11 Job getting purchasers details

18.11 Job sent over agreed AA awaiting details for purchaser 

12.11 JOB sent Prakash terms of engagment never came back

4.11 Offer of 315k accepted subject to funding 

25.09 JOB to chase Prakash   **WE HAVE AN OFF MARKET OFFER?**

11.09 JOB issued email of 325k to client on 3 broadway awaiting feedback 

19.08  JOB to get completed and sent by end of this week

01.08 JOB measured and says is adding to excel sheet- client claims no rush. 

21.07 Josh inspecting 29th July

7.07 Josh to inspect 

11.07 Prakesh to come back 

30.06 josh to measure

17.06   Rent review outstanding ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Unit 9 TTP (2001) ,07.07 we have listing for 9 & 10 and 9 alone,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Eldon Way     £12.50 psf so £58,362 pax.","07.7 DT confirming its only 14-16, 15 and 38 available ",,,,,,,,,,,,,,,,,,,,,,,,,,
,"38 Eldon Way     £12.50 psf so £58,362 pax.","07.7 DT confirming its only 14-16, 15 and 38 available ",,,,,,,,,,,,,,,,,,,,,,,,,,
,14-16 Eldon  Way ,"07.7 DT confirming its only 14-16, 15 and 38 available ",,,,,,,,,,,,,,,,,,,,,,,,,,
,192 High Street Tonbridge GF,5.12 gone live  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Court Lane YARD ONLY REMAINING  £56k pa ,"07.07  DT called joint agent and they have not had much interest either 

5.12 gon elive ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Unit 19 OBC Tonbridge ,Available to rent ,,,,,,,,,,,,,,,,,,,,,,,,,,
,UNIT 2 OBC Tonbrigde c £17kpa,7.07 landlords to ocnfirm if we can assign ,,,,,,,,,,,,,,,,,,,,,,,,,,
,15 Commercial Road Paddock Wood ranjan,"21.10 Deal fallen through marketing reommencing 

14.10 JOB to chase Ranjan

10.10 undertaking and ranjans solcuitoer to dradt lease

7.10 AMl done and Undertakign to be confirmed 

01.10  DT to send lease

18,09 Ranjan decidng on a time for meeting the client on site. 

05.09 Draft heads of terms finalised and sent to elle for review.

05.09 Awaiting Ben cost estimate on wall

5.09 Landlord wanting a cv of her businesses and all other business she is involved in.  

03.09 JOB sent email to ranjan with regars to prospective tenant not  wanting a lwayer 

28.08 JOB to chase 

22.08 Josh to resend Draft Heads of Terms  to Ranjan

20.08 Rnajan to check planning use is acceptable 
19.08 About to draft HOTs just checking measurements tommrow then will confirm
22.07 Josh gone back to understand covenant strength and infromed Ranjan we have had an offer
22.07 Elle(yoga) put forwaed 14k offer
22.07 Josh conducted viewing",,,,,,,,,,,,,,,,,,,,,,,,,,
,Bridge House ,"07.07 AM to add rent detaill -  still available 
3.10 client to sign AA (DONE) now live ",,,,,,,,,,,,,,,,,,,,,,,,,,
,4B Vally CUCKOO ,16.09 LIVE seeking £15 p sq ft c £26650,,,,,,,,,,,,,,,,,,,,,,,,,,
,2B  Vally CUCKOO ,UPDATE 19/06 tenant holding over may sign new lease ,,,,,,,,,,,,,,,,,,,,,,,,,,
,3& 5 Church Street edenbridge £480K,"07.07 offer made 

14.10 JOB to host viewing 

19.09 take price off and recircualte 

22.08 Tara confirms wishing to go ahead, they will sort EPC - Bracketts to sort EICR, FRA, Asbestos 

14.05 DT reported and awaitign isntructions ",,,,,,,,,,,,,,,,,,,,,,,,,,
,194 High street Tonbridge ,07.07 2nd Floor available but FYI Amanda is also going and DT will reach out to her ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shoreham Station Shoreham,"8.09 gone live

27.06 DT to check keys, Henry to greenlight brochire and confirm marketign baord ",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Riverside House, Tonbridge",0.7 - new pics to update ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tonbridge Trade Park ,07.07  - we have 9& 10 and 9 listed seperately. 13 may be coming. See potentials below ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yalding Enterprise Park,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lodge Road Staplehurst,13.06 Dt asked kempo if he is happy with wording of the board,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Former Taxi Office, Station Approach, BOROUGH GREEN ","**08.01.25 withdrawn for time being as they are looking to add water supply **       

11.12 (available) little interest - no water, no facilities ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Crown SEAL ,11.12 (availability),,,,,,,,,,,,,,,,,,,,,,,,,,
,Crown OTFORD ,11.12 ((availability),,,,,,,,,,,,,,,,,,,,,,,,,,
,"South Lodge, Bullen Court Business Centre
SERVICE CHARGE is £990","07.07  - STILL AVAILABLE 
20.02 (available) MC made live.  SERVICE CHARGE is £990
",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Coblands Tonbridge land  HARDSTANDING ONLY
LEASE ONLY 2 YEARS","10.6 Gone Live 
4.06 Dt asked Mike to confirm if we cna og live?

14.05  JOB to draft details & AA

14.05 client gave instructiosn to proceed.
JOB to draft details and send send agency agreement ",,,,,,,,,,,,,,,,,,,,,,,,,,
,CARPETGIANT,requirement ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Instructed go live,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Riding house Lane,"04.08 this appears to be with client sent to Sharon Friday 

22.05 awaiting clients feedback",,,,,,,,,,,,,,,,,,,,,,,,,,
,Former Honda Garage Avevury,27.07 Get EPC and go to market in September,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Instructed draft details,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Angel Walk Hairdressers,"21.04 with James Bacon

",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REPORTED - Awaiting client instructions  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Croydon,"27.07 AM to get pricing scedule 

8.05 David lees carrying out feasibilyt ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Paddock Wood Upper Fowle Truemans oast,"27.07 DT asked Claire for an update

09.07 DT sent marketing recommendations. ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Calm & Gentle High Street Tonbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
,West kingsdown Blue Chalet ,"16.06 Dt chased Andrew Wildgoose 

22.05  JOB to provide MR

11.05 inspecting Wed?",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Potential  instructions  to report,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Edembridge  Fircroft business centre ,27.07 landlord to send DT the lease,,,,,,,,,,,,,,,,,,,,,,,,,,
,Southbourogh Eye centrre,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8-9 Angel Walk Grace Shop - J BACON,On the board as of 4th Aug  - DT aware ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Potential  instructions ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Santander Pavillion,8.05 James Bacon agreeing a surrender ,,,,,,,,,,,,,,,,,,,,,,,,,,
,St Marys Cray -   Garry property,21.04 Inspect when Garry returns from holiday ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Valuation ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,On Hold ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bromley Wesmorland Garage ,"16.06 with Roger 

22.05 Roger to dsicuss with his accoutnant ",,,,,,,,,,,,,,,,,,,,,,,,,,
,22 High Street - Greggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43 Priory Road ,29/06 se email Esme Ghafoor - informal marketing report and rental vals ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paddock Wood Castle Refrig,"22.05 Shaun Jupp has confirmed he will come back in a few motnhs 

8.05 chase next week 

5.05 Shaun away for a few weeks",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,No /  No feedback ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unit 2 Morley,"16.06 Dt asked Michel canham for instructions

1.06 DT sent MR

22.05 JOB to provide ",,,,,,,,,,,,,,,,,,,,,,,,,,
,"tubbs Hill 
Sevenaoks ","8.05 Dt chased yesterday

05.05 no feedback from Ruth",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Peckham - Wine bar,"15.05 Reported awaiting instructiosn from Simon Grainger 

",,,,,,,,,,,,,,,,,,,,,,,,,,
,Tonbridge Unit Morley 5 ,"22.05 Staurt will come back in a few months

8.05 DT sent a chaser to Stuart Goodchild ",,,,,,,,,,,,,,,,,,,,,,,,,,
,Mr Ps,"8.05 On hold...sell the investment if new lease comes ont the market 

21.04 waitign to inspect",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
